"Height" "Weight"
"1" 1.94396428769717 2.50567168124462
"2" 0.627505300879738 0.027099283409341
"3" 2.01234283257367 1.59772633958483
"4" 1.39399075982285 1.82513118929099
"5" 0.913375028325407 1.39868038374339
"6" 0.230136312248006 -0.287407340913522
"7" 0.628331079320223 0.700362037738245
"8" 0.514864529792846 0.203396797189428
"9" 0.16930088296037 0.451254686032454
"10" -0.756606757657644 -0.156989271409154
"11" 1.25478550815193 0.783736908618247
"12" 1.37055408014526 1.62888057703336
"13" -0.416171258832526 0.177121791548025
"14" 0.757761931916232 0.872226287557008
"15" 0.747537739740272 0.778418757241149
"16" 0.332176895264147 0.334696221859435
"17" 1.57263486613596 1.07722924464276
"18" -0.622018594442211 0.356389588843784
"19" 0.850546127853483 0.764397195868527
"20" 0.407650067772096 0.653606709941084
"21" 0.402203802135789 0.394773855122276
"22" 0.798403550745435 1.13026562189835
"23" -0.0567709415205659 -0.382042578350352
"24" 2.29716679955642 2.09668940208198
"25" 0.396523829298602 0.0176369525575884
"26" 0.461718014168156 0.962476554530765
"27" 0.70748584250953 0.716161180271209
"28" 1.6720563332455 1.41357954456482
"29" 0.273859603834085 0.42897026428471
"30" 0.553304754438966 -0.22105459270177
"31" 0.584934203140344 0.811826645253088
"32" 1.99251249794788 1.60300126961137
"33" 1.34129137429476 1.04620116830293
"34" 0.73101514958719 1.36236035951976
"35" 0.834209006362174 1.33060871139189
"36" 1.04830140470666 0.979903078920456
"37" 0.703987424572746 1.12269194272492
"38" 0.214673811853923 0.696720771613278
"39" -0.145611437344881 0.0751038705214407
"40" -0.536285063680595 0.0519383802623855
"41" 0.417612665051178 0.333097494145466
"42" 1.51314454934306 1.01546662105273
"43" -0.285173804151778 0.223535917457832
"44" -0.0720936585365375 -0.0076903220414627
"45" 0.297011932082486 0.100282683643462
"46" 0.971331822153073 0.855910382714745
"47" 0.489736949776282 0.797927153224984
"48" 1.50879972251104 1.48342641471141
"49" 0.730936272790901 0.952210058326604
"50" 1.69012420138125 1.55417521159084
"51" -0.411946768699798 0.129911932142582
