"Height" "Weight"
1.94396428769717 2.50567168124462
0.627505300879738 0.027099283409341
2.01234283257367 1.59772633958483
1.39399075982285 1.82513118929099
0.913375028325407 1.39868038374339
0.230136312248006 -0.287407340913522
0.628331079320223 0.700362037738245
0.514864529792846 0.203396797189428
0.16930088296037 0.451254686032454
-0.756606757657644 -0.156989271409154
1.25478550815193 0.783736908618247
1.37055408014526 1.62888057703336
-0.416171258832526 0.177121791548025
0.757761931916232 0.872226287557008
0.747537739740272 0.778418757241149
0.332176895264147 0.334696221859435
1.57263486613596 1.07722924464276
-0.622018594442211 0.356389588843784
0.850546127853483 0.764397195868527
0.407650067772096 0.653606709941084
0.402203802135789 0.394773855122276
0.798403550745435 1.13026562189835
-0.0567709415205659 -0.382042578350352
2.29716679955642 2.09668940208198
0.396523829298602 0.0176369525575884
0.461718014168156 0.962476554530765
0.70748584250953 0.716161180271209
1.6720563332455 1.41357954456482
0.273859603834085 0.42897026428471
0.553304754438966 -0.22105459270177
0.584934203140344 0.811826645253088
1.99251249794788 1.60300126961137
1.34129137429476 1.04620116830293
0.73101514958719 1.36236035951976
0.834209006362174 1.33060871139189
1.04830140470666 0.979903078920456
0.703987424572746 1.12269194272492
0.214673811853923 0.696720771613278
-0.145611437344881 0.0751038705214407
-0.536285063680595 0.0519383802623855
0.417612665051178 0.333097494145466
1.51314454934306 1.01546662105273
-0.285173804151778 0.223535917457832
-0.0720936585365375 -0.0076903220414627
0.297011932082486 0.100282683643462
0.971331822153073 0.855910382714745
0.489736949776282 0.797927153224984
1.50879972251104 1.48342641471141
0.730936272790901 0.952210058326604
1.69012420138125 1.55417521159084
-0.411946768699798 0.129911932142582
0.991803051954188 1.23430358164376
0.552014288511899 0.373222862417477
0.250361035958164 0.621871478991921
0.16202203288294 0.258416504325745
0.0343051801794586 0.0582143366254483
0.516044803118563 0.880449314396288
1.14538456308683 0.955651892859281
1.26012436100799 1.14481140821905
0.947570876626489 1.49761696588649
1.30879419405664 1.16229368296137
0.827660056028566 1.14110707201205
1.93656149326629 1.05424792996081
0.163565535500826 0.109097367313962
1.31276652950216 0.57379137935436
-0.28284641766263 -0.192782219575511
0.495547182387841 0.718784068296096
1.66283649935622 1.84492571004227
